Node_ID,Node_Name,Node_Type
060570_CL.04,DryCk2_Louis_CHLim4,OPR
060570_CL.05,DryCk2_Louis_CHLim5,OPR
060570_CL.06,DryCk2_Louis_CHLim6,OPR
060570_CH.02,DryCk2Ditch_Split_Rt1,OPR
060570_CH.03,DryCk2Ditch_Base_1,OPR
060570_CH.04,DryCk2Ditch_LAF_I_1,OPR
060570_CH.05,DryCk2Ditch_LAF_O_1,OPR
060570_CH.06,DryCk2Ditch_Base_2,OPR
060570_CH.07,DryCk2Ditch_LAF_I_2,OPR
060570_CH.08,DryCk2Ditch_LAF_O_2,OPR
060570_CH.09,DryCk2Ditch_LAF_I_3,OPR
060570_CH.10,DryCk2Ditch_LAF_O_3,OPR
060570_CH.11,DryCk2Ditch_LOU_I_4,OPR
060570_CH.12,DryCk2Ditch_LOU_O_4,OPR
060570_CH.13,DryCk2Ditch_LOU_I_5,OPR
060570_CH.14,DryCk2Ditch_LOU_O_5,OPR
060570_CH.15,DryCk2Ditch_LOU_I_6,OPR
060570_CH.16,DryCk2Ditch_LOU_O_6,OPR
060570_CH.21,DryCk2Ditch_CHT1_Empty,OPR
060570_CH.23,DryCk2Ditch_CH1_Empty,OPR
060570_CH.24,DryCk2Ditch_CH2_Empty,OPR
060570_CH.25,DryCk2Ditch_CH3_Empty,OPR
060570_CH.26,DryCk2Ditch_CH4_Empty,OPR
060570_CH.27,DryCk2Ditch_CH5_Empty,OPR
060570_CH.28,DryCk2Ditch_CH6_Empty,OPR
060570_CH.29,DryCk2Ditch_CS4_Empty,OPR
060570_CH.30,DryCk2Ditch_CS5_Empty,OPR
060570_CH.31,DryCk2Ditch_CS6_Empty,OPR
060650_CH.01,Godhue_CH_Rt1,OPR
060650_CL.01,Godhue_Lafyt_CHLim1,OPR
060650_CL.02,Godhue_Lafyt_CHLim2,OPR
060650_CL.03,Godhue_Lafyt_CHLim3,OPR
060650_CL.04,Godhue_Lafyt_CHLim4,OPR
060650_CH.02,GodhueDitch_Split_Rt1,OPR
060650_CH.04,GodhueDitch_Base_1,OPR
060650_CH.05,GodhueDitch_Base_2,OPR
060650_CH.06,GodhueDitch_Base_3,OPR
060650_CH.07,GodhueDitch_LOU_I_4,OPR
060650_CH.08,GodhueDitch_LOU_O_4,OPR
060650_CH.21,GodhueDitch_CHT1_Empty,OPR
060650_CH.23,GodhueDitch_CH1_Empty,OPR
060650_CH.24,GodhueDitch_CH2_Empty,OPR
060650_CH.25,GodhueDitch_CH3_Empty,OPR
060650_CH.26,GodhueDitch_CH4_Empty,OPR
060650_CH.27,GodhueDitch_CS4_Empty,OPR
060567_CH.01,Davids_CH_Rt1,OPR
060567_CL.01,Davids_Lafyt_CHLim1,OPR
060567_CL.02,Davids_Lafyt_CHLim2,OPR
060567_CL.03,Davids_Lafyt_CHLim4,OPR
060567_CH.02,DavidsDitch_Split_Rt1,OPR
060567_CH.04,DavidsDitch_Base_1,OPR
060567_CH.05,DavidsDitch_LAF_I_1,OPR
060567_CH.06,DavidsDitch_LAF_O_1,OPR
060567_CH.10,DavidsDitch_Base_2,OPR
060567_CH.11,DavidsDitch_LAF_I_2,OPR
060567_CH.12,DavidsDitch_LAF_O_2,OPR
060567_CH.13,DavidsDitch_LOU_I_3,OPR
060567_CH.14,DavidsDitch_LOU_O_3,OPR
060567_CH.21,DavidsDitch_CHT1_Empty,OPR
060567_CH.23,DavidsDitch_CH1_Empty,OPR
060567_CH.24,DavidsDitch_CH2_Empty,OPR
060567_CH.25,DavidsDitch_CS2_Empty,OPR
060567_CH.26,DavidsDitch_CH3_Empty,OPR
060567_CH.27,DavidsDitch_CS3_Empty,OPR
060588_CH.01,SoBoBC_CH_Rt1,OPR
060588_CH.04,SoBoBCDitch_Base_1,OPR
060588_CH.05,SoBoBCDitch_LAF_I_1,OPR
060588_CH.06,SoBoBCDitch_LAF_O_1,OPR
060588_CH.23,SoBoBCDitch_CH1_Empty,OPR
060569_CH.01,DCDave_CH_Rt1,OPR
060569_CL.01,DCDave_Lafyt_CHLim1,OPR
060569_CL.02,DCDave_Louis_CHLim2,OPR
060569_CL.03,DCDave_CRidg_CHLim3,OPR
060569_CH.02,DCDaveDitch_Split_Rt1,OPR
060569_CH.03,DCDaveDitch_CH1_Irr,OPR
060569_CH.04,DCDaveDitch_Base_1,OPR
060569_CH.05,DCDaveDitch_LAF_I_1,OPR
060569_CH.06,DCDaveDitch_LAF_O_1,OPR
060569_CH.07,DCDaveDitch_LOU_I_2,OPR
060569_CH.08,DCDaveDitch_LOU_O_2,OPR
060569_CH.09,DCDaveDitch_CoRid_2,OPR
060569_CH.21,DCDaveDitch_CHT1_Empty,OPR
060569_CH.22,DCDaveDitch_CHI1_Empty,OPR
060569_CH.23,DCDaveDitch_CH1_Empty,OPR
060569_CH.24,DCDaveDitch_CS1_Empty,OPR
060569_CH.25,DCDaveDitch_CH2_Empty,OPR
060569_CH.26,DCDaveDitch_CS2_Empty,OPR
060569_CH.27,DCDaveDitch_CH3_Empty,OPR
060576_CH.01,EntrPs_CH_Rt1,OPR
060576_CL.01,EntrPs_Lafyt_CHLim1,OPR
060576_CL.02,EntrPs_Lafyt_CHLim2,OPR
060576_CL.03,EntrPs_CoRid_CHLim3,OPR
060576_CL.04,EntrPs_CoRid_CHLim4,OPR
060576_CL.05,EntrPs_CoRid_CHLim5,OPR
060576_CH.02,EntrPsDitch_Split_Rt1,OPR
060576_CH.03,EntrPsDitch_CH1_Irr,OPR
060576_CH.04,EntrPsDitch_Base_1,OPR
060576_CH.05,EntrPsDitch_Base_2,OPR
060576_CH.06,EntrPsDitch_LOU_I_3,OPR
060576_CH.07,EntrPsDitch_LOU_O_3,OPR
060576_CH.08,EntrPsDitch_LOU_I_4,OPR
060576_CH.09,EntrPsDitch_LOU_O_4,OPR
060576_CH.10,EntrPsDitch_CoRid_5,OPR
060576_CH.21,EntrPsDitch_CHT1_Empty,OPR
060576_CH.22,EntrPsDitch_CHI1_Empty,OPR
060576_CH.23,EntrPsDitch_CH1_Empty,OPR
060576_CH.24,EntrPsDitch_CH2_Empty,OPR
060576_CH.26,EntrPsDitch_CH3_Empty,OPR
060576_CH.27,EntrPsDitch_CS3_Empty,OPR
060576_CH.28,EntrPsDitch_CH4_Empty,OPR
060576_CH.29,EntrPsDitch_CS4_Empty,OPR
060576_CH.30,EntrPsDitch_CH5_Empty,OPR
060566_CH.01,Cotwd2_CH_Rt1,OPR
060566_CL.01,Cotwd2_Louis_CHLim1,OPR
060566_CL.02,Cotwd2_Louis_CHLim2,OPR
060566_CH.02,Cotwd2Ditch_Split_Rt1,OPR
060566_CH.03,Cotwd2Ditch_CH1_Irr,OPR
060566_CH.04,Cotwd2Ditch_Louis_1,OPR
060566_CH.05,Cotwd2Ditch_Louis_1,OPR
060566_CH.06,Cotwd2Ditch_Louis_2,OPR
060566_CH.07,Cotwd2Ditch_Louis_2,OPR
060566_CH.21,Cotwd2Ditch_CHT1_Empty,OPR
060566_CH.22,Cotwd2Ditch_CHI1_Empty,OPR
060566_CH.23,Cotwd2Ditch_CH1_Empty,OPR
060566_CH.24,Cotwd2Ditch_CS1_Empty,OPR
060566_CH.25,Cotwd2Ditch_CH2_Empty,OPR
060566_CH.26,Cotwd2Ditch_CS2_Empty,OPR
060586_CH.01,Louis_McGinn_CH1,OPR
060586_CH.02,Louis_McGinn_CH1_Acct,OPR
060586_CH.03,Louis_McGinn_CH1_Acct,OPR
060586_CH.06,Louis_McGinn_CHG1_Empty,OPR
060585_CH.01,Louis_MrshVl_CH1,OPR
060585_CH.02,Louis_MrshVl_CH1_Acct,OPR
060585_CH.03,Louis_MrshVl_CH1_Acct,OPR
060585_CH.04,Louis_MrshVl_CHG1_Empty,OPR
060575_CH.01,EastBo_CH_Rt1,OPR
060575_CL.01,EastBo_Louis_CHLim,OPR
060575_CL.02,EastBo_Xcel__CHLim,OPR
060575_CH.02,EastBoulder_Split_Rt1,OPR
060575_CH.03,EastBoDitch_Louis,OPR
060575_CH.04,EastBoDitch_Louis,OPR
060575_CH.05,EastBoDitch_Xcel,OPR
060575_CH.06,EastBoDitch_CHT1_Empty,OPR
060575_CH.07,EastBoDitch_CH1_Empty,OPR
060575_CH.08,EastBoDitch_CS1_Empty,OPR
060575_CH.09,EastBoDitch_CH2_Empty,OPR
060564_CH.01,SoBoCC_CH_Rt1,OPR
060564_CL.01,SoBoCC_Louis_CHLim1,OPR
060564_CH.02,SoBoCCDitch_Split_Rt1,OPR
060564_CH.03,SoBoCCDitch_CH1_Irr,OPR
060564_CH.04,SoBoCCDitch_Louis_1,OPR
060564_CH.05,SoBoCCDitch_Louis_1,OPR
060564_CH.21,SoBoCCDitch_CHT1_Empty,OPR
060564_CH.22,SoBoCCDitch_CHI1_Empty,OPR
060564_CH.23,SoBoCCDitch_CH1_Empty,OPR
060564_CH.24,SoBoCCDitch_CS1_Empty,OPR
060501_CH.01,Anders_CH_Rt1,OPR
060501_CL.01,Anders_Boldr_CHLim1,OPR
060501_CL.02,Anders_Boldr_CHLim2,OPR
060501_CL.03,Anders_Boldr_CHLim3,OPR
060501_CH.02,AndersDitch_Split_Rt1,OPR
060501_CH.03,AndersDitch_CH1_Irr,OPR
060501_CH.04,AndersDitch_BOU_I_1,OPR
060501_CH.05,AndersDitch_BOU_O_1,OPR
060501_CH.06,AndersDitch_BOU_I_2,OPR
060501_CH.07,AndersDitch_BOU_O_2,OPR
060501_CH.08,AndersDitch_MSF_A,OPR
060501_CH.09,AndersDitch_MSF_BU,OPR
060501_CH.10,AndersDitch_MSF_BL,OPR
060501_CH.11,AndersDitch_MSF_C,OPR
060501_CH.12,Anders_BkPL_BOU_I_3,OPR
060501_CH.13,Anders_BkPL_BOU_O_3,OPR
060501_CH.14,Anders_NBPL_BOU_I_3,OPR
060501_CH.15,Anders_NBPL_BOU_O_3,OPR
060501_CH.21,AndersDitch_CHT1_Empty,OPR
060501_CH.22,AndersDitch_CHI1_Empty,OPR
060501_CH.23,AndersDitch_CH1_Empty,OPR
060501_CH.24,AndersDitch_CH2_Empty,OPR
060501_CH.25,AndersDitch_CH3_Empty,OPR
060525_CH.01,Farmer_CH_Rt1,OPR
060525_CL.01,Farmer_Bou_CHLim1,OPR
060525_CL.02,Farmer_Bou_CHLim2,OPR
060525_CH.02,FarmerDitch_Split_Rt1,OPR
060525_CH.04,FarmerDitch_MSF_C,OPR
060525_CH.05,FarmerDitch_BOU_I_1,OPR
060525_CH.06,FarmerDitch_BOU_O_1,OPR
060525_CH.07,Farmer_BkPL_BOU_I_2,OPR
060525_CH.08,Farmer_BkPL_BOU_O_2,OPR
060525_CH.09,Farmer_NBPL_BOU_I_2,OPR
060525_CH.10,Farmer_NBPL_BOU_O_2,OPR
060525_CH.21,FarmerDitch_CHT1_Empty,OPR
060525_CH.22,FarmerDitch_CH1_Empty,OPR
060525_CH.23,FarmerDitch_CS1_Empty,OPR
060525_CH.24,FarmerDitch_CH2_Empty,OPR
060525_CH.25,FarmerDitch_CS2_Empty,OPR
060554_CH.01,SmthGs_CH_Rt1,OPR
060554_CL.01,SmthGs_Ned_CHLim1,OPR
060554_CH.02,SmthGsDitch_Split_Rt1,OPR
060554_CH.04,SmthGs_BkPL_BOU_I_1,OPR
060554_CH.05,SmthGs_BkPL_BOU_O_1,OPR
060554_CH.06,SmthGs_NBPL_BOU_I_1,OPR
060554_CH.07,SmthGs_NBPL_BOU_O_1,OPR
060554_CH.08,SmthGsDitch_MSF_A,OPR
060554_CH.09,SmthGsDitch_MSF_BU,OPR
060554_CH.10,SmthGsDitch_MSF_BL,OPR
060554_CH.11,SmthGsDitch_MSF_C,OPR
060554_CH.12,SmthGs_BkPL_BOU_I_2,OPR
060554_CH.13,SmthGs_BkPL_BOU_O_2,OPR
060554_CH.14,SmthGs_NBPL_BOU_I_2,OPR
060554_CH.15,SmthGs_NBPL_BOU_O_2,OPR
060554_CH.21,SmthGsDitch_CHT1_Empty,OPR
060554_CH.23,SmthGsDitch_CH1_Empty,OPR
060554_CH.24,SmthGsDitch_CS1_Empty,OPR
060554_CH.25,SmthGsDitch_CH2_Empty,OPR
060554_CH.26,SmthGsDitch_CS2_Empty,OPR
060542_CH.01,McCrty_CH_Rt1,OPR
060542_CH.06,McCrtyDitch_MSF_A,OPR
060542_CH.07,McCrtyDitch_MSF_BU,OPR
060542_CH.08,McCrtyDitch_MSF_BL,OPR
060542_CH.09,McCrtyDitch_MSF_C,OPR
060542_CH.10,McCrty_BkPL_BOU_I_2,OPR
060542_CH.11,McCrty_BkPL_BOU_O_2,OPR
060542_CH.12,McCrty_NBPL_BOU_I_2,OPR
060542_CH.13,McCrty_NBPL_BOU_O_2,OPR
060542_CH.23,McCrtyDitch_CH1_Empty,OPR
060530_CH.01,Harden_CH_Rt1,OPR
060530_CH.06,HardenDitch_MSF_A,OPR
060530_CH.07,HardenDitch_MSF_BU,OPR
060530_CH.08,HardenDitch_MSF_BL,OPR
060530_CH.09,HardenDitch_MSF_C,OPR
060530_CH.10,HardenDitch_BOU_I_2,OPR
060530_CH.11,HardenDitch_BOU_O_2,OPR
060530_CH.23,HardenDitch_CH1_Empty,OPR
060543_CH.01,NBFarm_CH_Rt1,OPR
060543_CH.07,NBFarmDitch_Wshed,OPR
060543_CH.08,NBFarmDitch_Barkr,OPR
060543_CH.09,NBFarm_BkPL_BOU_I_1,OPR
060543_CH.10,NBFarm_BkPL_BOU_O_1,OPR
060543_CH.11,NBFarm_NBPL_BOU_I_1,OPR
060543_CH.12,NBFarm_NBPL_BOU_O_1,OPR
060543_CH.25,NBFarmDitch_CH1_Empty,OPR
060543_CH.02,NBFarm_CH_Rt2,OPR
060543_CH.13,NBFarmDitch_Wshed,OPR
060543_CH.14,NBFarmDitch_Barkr,OPR
060543_CH.15,NBFarm_BkPL_BOU_I_2,OPR
060543_CH.16,NBFarm_BkPL_BOU_O_2,OPR
060543_CH.17,NBFarm_NBPL_BOU_I_2,OPR
060543_CH.18,NBFarm_NBPL_BOU_O_2,OPR
060543_CH.26,NBFarmDitch_CH2_Empty,OPR
0604173_C.01,Baseline_to_Laf_I,OPR
0604173_C.02,Baseline_to_Laf_O,OPR
0604173_X.01,Baseline_to_Wshed_Lim,OPR
0604173_X.02,Baseline_to_WShed_Ex,OPR
0604173_X.03,Baseline_to_Barkr_Ex,OPR
0604173RF.01,CBT_LafRF_LowBo,OPR
0604173RF.02,CBT_LafRF_LeynC,OPR
0604173RF.03,CBT_LafRF_Goodh,OPR
0604173RF.04,CBT_LafRF_Entpr,OPR
0604173RF.05,CBT_LafRF_DCDav,OPR
0604173RF.06,CBT_LafRF_David,OPR
06041730.13,Baseline_to_LowBouldIrr,OPR
06041730.14,Baseline_to_LowBouldpre,OPR
06041730.15,Baseline_to_DryCrkDavid,OPR
06041730.16,Baseline_to_Cottonwdpre,OPR
06041730.17,Baseline_to_LeyCottnPre,OPR
060564_D.01,CommtyDitch_Direct_01,OPR
060564_D.02,CommtyDitch_Direct_02,OPR
060564_D.03,CommtyDitch_Direct_03,OPR
060564_D.04,CommtyDitch_Direct_04,OPR
060564_D.06,CommtyDitch_Direct_06,OPR
060564_D.12,CommtyDitch_Direct_12,OPR
060564_D.18,CommtyDitch_Direct_18,OPR
06042120.01,Divs_Into_Marshall_1,OPR
06042120.02,Divs_Into_Marshall_2,OPR
06042120.03,Divs_Into_Marshall_3,OPR
06042120.04,Divs_Into_Marshall_4,OPR
06042140.01,Divs_Into_McKay_1,OPR
06042140.02,Divs_Into_McKay_2,OPR
06042140.03,Divs_Into_McKay_3,OPR
06042120.05,Marsh_rels_to_LOU,OPR
06042120.06,Marsh_rels_to_LOU,OPR
06042120.07,Marsh_rels_to_CommDi1,OPR
06042140.04,McKay_rels_to_CommDi2,OPR
06005160.01,BWR_to_BWR_I_1,OPR
06516_XL.01,Panama_BWR_ExchLim,OPR
06005160.02,Panama_to_BWR,OPR
06005160.03,Sixmile_to_BWR,OPR
06005600.01,DryCk_AndFarwell1,OPR
06005600.02,DryCk_AndFarwell2,OPR
06005370.01,Leggett_to_Irr,OPR
06005370.02,Panama_to_Leggett,OPR
06005340.01,IdahoCk_Houck2,OPR
0600520_D.01,IdahoCk_CarrTyler1,OPR
0600520_D.02,IdahoCk_CarrTyler1,OPR
06005530.01,IdahoCk_SmithEmm,OPR
06005230.01,IdahoCk_Delehant,OPR
06005320.01,IdahoCk_HighSS1,OPR
06005320.02,IdahoCk_HighSS2,OPR
060599_CH.01,MSF_BouCityPL_DivAll,OPR
060599_CL.01,MSF_BouCityPL_Limits,OPR
060599_CH.02,MSF_BouCityPL_Split,OPR
060599_CH.03,MSF_BouCityPL_BOU_I_1,OPR
060599_CH.04,MSF_BouCityPL_BOU_O_1,OPR
060599_CH.05,MSF_BouCityPL_MSF_BU,OPR
060599_CH.06,MSF_BouCityPL_MSF_BL,OPR
060599_CH.07,MSF_BouCityPL_MSF_C,OPR
060599_CH.08,MSF_BouCityPL_BOU_I_1,OPR
060599_CH.09,MSF_BouCityPL_BOU_O_1,OPR
060599_CH.21,MSF_BouCityPL_CHT1_Empt,OPR
060599_CH.22,MSF_BouCityPL_CH1_Empty,OPR
060599_CH.23,MSF_BouCityPL_CH2_Empty,OPR
06BARKMSF.01,MSF_BarkerBypass,OPR
064172MSF.02,MSF_C_BarkerReleases,OPR
05BRCBT,BR_CBT_Imp_to_Plan,OPR
05BRCBTPln1,BRCBT_Pln_to_BCSC,OPR
05BRCBTPln2,BRCBT_Pln_to_BMun,OPR
05BRCBTPln3,BRCBT_Pln_to_BR,OPR
05BRCBTSpl,BRCBT_Pln_Spill,OPR
05LHCBT,LH_CBT_Imp_to_Plan,OPR
05LHCBTPln1,LHCBT_Pln_to_569,OPR
05LHCBTPln2,LHCBT_Pln_to_572,OPR
05LHCBTPln3,LHCBT_Pln_to_573,OPR
05LHCBTPln4,LHCBT_Pln_to_574,OPR
05LHCBTPln5,LHCBT_Pln_to_619_b,OPR
05LHCBTSpl,LHCBT_Pln_Spill,OPR
05SVCBT,SVCBT_Imp_to_Plan,OPR
05SVCBTPln1,SVCBT_Pln_to_603,OPR
05SVCBTPln2,SVCBT_Pln_to_520,OPR
05SVCBTPln3,SVCBT_Pln_to_519,OPR
05SVCBTPln4,SVCBT_Pln_to_512,OPR
05SVCBTPln5,SVCBT_Pln_to_511,OPR
05SVCBTPln6,SVCBT_Pln_to_4010,OPR
05SVCBTPln7,SVCBT_Pln_to_523,OPR
05SVCBTPln8,SVCBT_Pln_to_526_I,OPR
05SVCBTPln9,SVCBT_Pln_to_4032,OPR
05SVCBTPln10,SVCBT_Pln_to_4037,OPR
05SVCBTPln11,SVCBT_Pln_to_4038,OPR
05SVCBTPln12,SVCBT_Pln_to_527,OPR
05SVCBTPln13,SVCBT_Pln_to_528,OPR
05SVCBTPln14,SVCBT_Pln_to_529,OPR
05SVCBTPln15,SVCBT_Pln_to_4071,OPR
05SVCBTPln16,SVCBT_Pln_to_545,OPR
05SVCBTPln17,SVCBT_Pln_to_547_I,OPR
05SVCBTPln18,SVCBT_Pln_to_548,OPR
05SVCBTPln19,SVCBT_Pln_to_535,OPR
05SVCBTPln20,SVCBT_Pln_to_537,OPR
05SVCBTPln21,SVCBT_Pln_to_539,OPR
05SVCBTPln22,SVCBT_Pln_to_542,OPR
05SVCBTPln23,SVCBT_Pln_to_552,OPR
05SVCBTPln24,SVCBT_Pln_to_550,OPR
05SVCBTPln25,SVCBT_Pln_to_551,OPR
05SVCBTPln26,SVCBT_Pln_to_554,OPR
05SVCBTPln27,SVCBT_Pln_to_4073,OPR
05SVCBTPln28,SVCBT_Pln_to_3905,OPR
05SVCBTSpl,SVCBT_Pln_Spill,OPR
05LngCBT,Long_CBT_Imp_to_P,OPR
05LngCBTPln1,LongCBT_Pln_to_LONG,OPR
05LngCBTPln2,LongCBT_Pln_to_LONG_,OPR
05LngCBTSpl,LongCBT_Pln_Sp,OPR
0504032_C1,Hghlnd_to_Hghlnd_Res21,OPR
0504032_C2,Hghlnd_to_Hghlnd_Res22,OPR
0504032_C3,Hghlnd_to_Hghlnd_Res23,OPR
0504032_C4,Hghlnd_to_Hghlnd_Res24,OPR
0504032_C5,Hghlnd_to_Hghlnd_Res25,OPR
0504032_C6,Hghlnd_to_Hghlnd_Res26,OPR
0504037_C1,Hghlnd_to_Hghlnd_Res11,OPR
0504037_C2,Hghlnd_to_Hghlnd_Res12,OPR
0504037_C3,Hghlnd_to_Hghlnd_Res13,OPR
0504038_C1,Hghlnd_to_Hghlnd_Res35,OPR
0504038_C2,Hghlnd_to_Hghlnd_Res36,OPR
0504038_C3,Hghlnd_to_Hghlnd_Res37,OPR
0504073_C1,Oligarchy_to_McIntosh1,OPR
0504073_C2,Oligarchy_to_McIntosh2,OPR
0504077_C1,Lake_Ditch_to_Allens1,OPR
0504077_C2,Lake_Ditch_to_Allens2,OPR
0504077_C3,Lake_Ditch_to_Allens3,OPR
0504071_C1,Fthls_In_to_Foothills1,OPR
0504071_C2,Fthls_In_to_Foothills2,OPR
0504488_C1,05_LHVRIN_to_LHVR1,OPR
0504015_C1,GLRIN_to_Gold_Lake1,OPR
0504015_C2,GLRIN_to_Gold_Lake2,OPR
0504015_C3,GLRIN_Gold_Lake3,OPR
0504515_C1,LHBR_to_Boul_Res1,OPR
0504515_C2,LHBR_to_Boul_Res2,OPR
0504515_C3,LHBR_to_Boul_Res3,OPR
0500526_C1,Highland_to_Highland_I,OPR
0500526_C2,Highland_to_Highland_I,OPR
0500526_C3,Highland_to_Highland_I,OPR
0500547_C2,Oligarchy_to_Oligarchy_I,OPR
0500547_C3,Oligarchy_to_Oligarchy_I,OPR
0500547_C4,Oligarchy_to_Oligarchy_I,OPR
0500564_C1,Lake_to_Lake_I,OPR
0500564_C2,Lake_to_Lake_I,OPR
0500564_C3,Lake_to_TollG,OPR
0500564_C4,Lake_to_TollG,OPR
0500534_01,05_SBRANCH_to_Goss,OPR
0500536_01,05_SBRANCH_to_Clough,OPR
0500535_01,05_SBRANCH_to_Clough_T,OPR
0500537_01,05_SBRANCH_to_Webster,OPR
0500538_01,05_SBRANCH_to_True_W,OPR
0500539_01,05_SBRANCH_to_James,OPR
0500539_02,05_SBRANCH_to_James,OPR
0500539_03,05_SBRANCH_to_James,OPR
0500539_04,05_SBRANCH_to_James,OPR
0500539_05,05_SBRANCH_to_James,OPR
0500542_01,05_SBRANCH_to_Davis,OPR
0500542_02,05_SBRANCH_to_Davis,OPR
0500542_03,05_SBRANCH_to_Davis,OPR
0500542_04,05_SBRANCH_to_Davis,OPR
0500542_05,05_SBRANCH_to_Davis,OPR
0500511_C1,LONG_N_to_05LONG_IN,OPR
0500511_C2,LONG_N_to_05LONG_IN,OPR
0500511_C3,LONG_N_to_05LONG_IN,OPR
0500511_C4,LONG_N_to_05LONG_IN,OPR
0500512_C1,LYONS_to_05LONG_IN,OPR
0500512_C2,LYONS_to_05LONG_IN,OPR
0500512_C3,LYONS_to_05LONG_IN,OPR
0500512_C4,LYONS_to_05LONG_IN,OPR
0500522_C1,LONG_S_to_05LONG_IN,OPR
0500522_C2,LONG_S_to_05LONG_IN,OPR
0500511_C6,LONG_N_to_05LONG_OUT,OPR
0500511_C7,LONG_N_to_05LONG_OUT,OPR
0500511_C8,LONG_N_to_05LONG_OUT,OPR
0500511_C9,LONG_N_to_05LONG_OUT,OPR
0500512_C6,LYONS_to_05LONG_OUT,OPR
0500512_C7,LYONS_to_05LONG_OUT,OPR
0500512_C8,LYONS_to_05LONG_OUT,OPR
0500512_C9,LYONS_to_05LONG_OUT,OPR
0500522_C4,LONG_S_to_05LONG_OUT,OPR
0500522_C5,LONG_S_to_05LONG_OUT,OPR
Union_S_IN,Union_to_S_PL_,OPR
Union_S_OUT,Union_to_S_PL,OPR
Union_N_IN,Union_to_N_PL_,OPR
Union_N_OUT,Union_to_N_PL,OPR
Union_L_IN,Union_to_L_PL_,OPR
Union_L_OUT,Union_to_L_PL,OPR
Button_N_IN,ButtonR_to_N_PL_,OPR
Button_N_OUT,ButtonR_to_N_PL_,OPR
Button_L_IN,ButtonR_to_L_PL_,OPR
Button_L_OUT,ButtonR_to_L_PL_,OPR
Button_S_IN,ButtonR_to_S_PL_,OPR
Button_S_OUT,ButtonR_to_S_PL,OPR
BR_BCSC,BoulderResToBCSC,OPR
BR_0600800,BoulderResTo0600800,OPR
0504032_i1,Highland2toIrr,OPR
0504037_i1,Highland1toIrr,OPR
0504038_i1,Highland3toIrr,OPR
0504077_i1,AllentoIrr,OPR
FH_BoLarIsh,FoothillsToBoLar,OPR
BP_Highland,BeavParkToHighland,OPR
BP_Supply,BeavParkToSupply,OPR
LHV_Spurg,LHVToSpurgeon,OPR
LHV_Dodd,LHVToDodd,OPR
GL_0500564,GoldLakeTo564,OPR
GL_0500565,GoldLakeTo565,OPR
GL_0500619a,GoldLakeTo619a,OPR
GL_0500568,GoldLakeTo568,OPR
GL_0500569,GoldLakeTo569,OPR
GL_0500570,GoldLakeTo570,OPR
GL_0500571,GoldLakeTo571,OPR
GL_0500572,GoldLakeTo572,OPR
GL_0500573,GoldLakeTo573,OPR
GL_0500574,GoldLakeTo574,OPR
GL_0500575,GoldLakeTo575,OPR
LH_0500564,LHVResTo564,OPR
LH_0500565,LHVResTo565,OPR
LH_0500619a,LHVResTo619a,OPR
LH_0500568,LHVResTo568,OPR
LH_0500569,LHVResTo569,OPR
LH_0500570,LHVResTo570,OPR
LH_0500571,LHVResTo571,OPR
LH_0500572,LHVResTo572,OPR
LH_0500573,LHVResTo573,OPR
LH_0500574,LHVResTo574,OPR
LH_0500575,LHVResTo575,OPR
545_Pln1,LSupply81DFLim,OPR
545_Pln2,LSupply87DFLim,OPR
545_Pln3,LSupply_Full_Plan,OPR
545_Pln4,LSupply_Split_Plan,OPR
545_Pln5,LSupply81_to_LONG_IN_N,OPR
545_Pln6,LSupply87_to_LONG_IN_N,OPR
545_Pln7,LSupply81_to_LONG_IN_S,OPR
545_Pln8,LSupply87_to_LONG_IN_S,OPR
545_Pln11,LSupply81_to_LONG_OUT_N,OPR
545_Pln12,LSupply87_to_LONG_OUT_N,OPR
545_Pln13,LSupply81_to_LONG_OUT_S,OPR
545_Pln14,LSupply87_to_LONG_OUT_S,OPR
545_Pln17,LSupply81_to_ButtonR,OPR
545_Pln18,LSupply87_to_ButtonR,OPR
545_Pln19,LSupply81_to_Union,OPR
545_Pln20,LSupply87_to_Union,OPR
545_Pln21,LSupply81_Spill,OPR
545_Pln22,LSupply87_Spill,OPR
545_Pln23,LSupply_Spill,OPR
527_Pln1,RoughR81DFLim,OPR
527_Pln2,RoughR87DFLim,OPR
527_Pln3,RoughR_Full_Plan,OPR
527_Pln4,RoughR_Split_Plan,OPR
527_Pln5,RoughR81_to_LONG_IN_N,OPR
527_Pln6,RoughR87_to_LONG_IN_N,OPR
527_Pln7,RoughR81_to_LONG_IN_S,OPR
527_Pln8,RoughR87_to_LONG_IN_S,OPR
527_Pln11,RoughR81_to_LONG_OUT_N,OPR
527_Pln12,RoughR87_to_LONG_OUT_N,OPR
527_Pln13,RoughR81_to_LONG_OUT_S,OPR
527_Pln14,RoughR87_to_LONG_OUT_S,OPR
527_Pln17,RoughR81_to_ButtonR,OPR
527_Pln18,RoughR87_to_ButtonR,OPR
527_Pln19,RoughR81_to_Union,OPR
527_Pln20,RoughR87_to_Union,OPR
527_Pln21,RoughR81_Spill,OPR
527_Pln22,RoughR87_Spill,OPR
527_Pln23,RoughR_Spill,OPR
547_Pln1,Oligarchy81DFLim,OPR
547_Pln2,Oligarchy87DFLim,OPR
547_Pln3,Oligarchy_Full_Plan,OPR
547_Pln4,Oligarchy_Split_Plan,OPR
0500547_C1,Oligarchy_to_Oligarchy_I,OPR
